metal_type,chemical_additive_type,operator_shift,input_material_source,equipment_type,mass_input_kg,reaction_temp_c,reaction_time_min,energy_kWh,batch_size_kg,raw_material_cost_per_kg,material_purity_pct,moisture_content_pct,ambient_temp_c,reaction_pressure_bar,process_yield_pct,cooling_time_min,maintenance_hours_last_month,downtime_last_month_hr,regulatory_compliance_level,equipment_age_years,operator_experience_years,num_operators,shift_duration_hr,week_of_year,quality_check_passed,num_defects,timestamp,cooling_energy_kWh,process_additive_cost,impurity_penalty,rework_cost,cost_eur,cost_per_kg,energy_per_kg,anomaly_cost_per_kg,anomaly_energy_per_kg,anomaly_isoforest,anomaly_label
Magnesium,Catalyst_B,Day,Local,Type_B,344.6694035972892,119.47258277914251,170.06678254383027,1930.007753294592,43.28070773033512,4.055156601160242,98.02251923019269,0.2162402519082507,18.20866376707232,8.540851270916814,77.12129526144358,46.25517803602026,9.594814415599313,14.382493875471688,0.6810109389630299,14,5,4,8,46,1,2,2023-06-19 23:40:00,96.50038766472962,30.0,13.63154235109192,0.0,1695.6436674072663,39.17781746944037,44.592795601211115,True,True,True,Anomaly
Zinc,,Day,Imported,Type_A,186.73628902803705,68.61498206679761,47.63484296037539,1990.821564898284,44.85826570070002,3.1985289026748487,86.19774766267913,2.178410875502184,15.589673619129814,8.032075776759115,92.96893348524556,48.30186145633143,11.365875439745889,17.31213531295224,0.7583079245382816,10,3,2,8,29,1,2,2023-06-20 13:00:00,99.5410782449142,0.0,51.547627633996974,0.0,925.975443425062,20.642247954998673,44.380261559403465,False,True,True,Anomaly
Aluminum,,Day,Imported,Type_C,294.9120804783756,55.955206903220045,124.77993089803869,1585.5752536039952,49.64172130787132,9.602975977503116,80.20107659069627,8.59462998586492,17.028377023509837,3.723394349135087,92.636160811056,52.4474367183967,24.394531199472933,12.65547868722524,0.633601240173149,15,27,2,8,16,1,4,2023-06-20 14:50:00,79.27876268019976,0.0,116.77883387739548,0.0,3211.2717638316058,64.68896885979693,31.940376196273885,True,True,True,Anomaly
Zinc,,Night,Imported,Type_A,389.94175148407146,124.83904792242004,69.29854049804453,1570.6319024081297,45.686940107459066,6.6062113693658,98.48738566035668,0.5184448777036832,25.215549688049187,6.266566835696291,94.87725129158856,34.69515516535554,2.619345037594769,1.9541312090076324,0.7425389077632483,6,16,1,8,45,0,2,2023-06-21 01:50:00,78.53159512040648,0.0,11.796629698408813,20.0,2811.980853035028,61.54889879735961,34.378137356406164,True,True,True,Anomaly
Magnesium,,Night,Imported,Type_A,88.87589765438621,110.49441728816382,173.04252958893423,1966.3822521913185,41.58242587673754,8.497270937151171,82.25242653439571,5.755910832957126,17.045825456775816,1.2265056848325149,92.21240931712148,56.77575189120496,3.007592068589342,1.1847566343116125,0.8748400446800058,9,27,3,8,32,1,0,2023-06-22 03:00:00,98.31911260956592,0.0,31.546630458854956,0.0,1039.874603839139,25.007550230994966,47.28878151602434,True,True,True,Anomaly
Magnesium,Catalyst_B,Day,Local,Type_C,416.4093258845446,88.44390213888963,177.84342763722438,714.6864035402805,48.47994767029274,7.947927025229069,91.99548854361667,8.088299205254367,31.40416238238023,5.560893388690891,78.03600079379476,25.02091836226329,25.668441293525767,17.12859904343866,0.9027786174403928,4,27,3,8,43,0,3,2023-06-23 21:50:00,35.73432017701403,30.0,66.66306439175379,20.0,3518.029213110902,72.56668751040463,14.7418971736684,True,True,True,Anomaly
Aluminum,Catalyst_B,Night,Local,Type_C,443.2390136879241,79.9659646373795,165.18142523952378,390.53049575638255,49.27528014587512,9.882901268536248,82.89469313470553,1.630166731821571,13.621827922187222,1.2094479547142003,72.43468757647709,46.28212094959966,39.01293047491595,7.895824909897167,0.7180452134894548,7,20,3,8,11,1,5,2023-06-24 08:00:00,19.526524787819127,30.0,151.63478687604794,0.0,4615.746309486213,93.67265484481678,7.925485042403644,True,False,True,Anomaly
Magnesium,Catalyst_B,Day,Imported,Type_A,397.906227906722,51.31279390178162,32.3600360364657,306.73113725295656,40.206596600756505,8.932106503540819,92.55277254869556,1.2200326639398795,22.348934172373436,1.1617410630787597,84.43911683986514,52.9464095924926,32.23531932518264,8.010422040727336,0.563039501031749,5,26,1,12,17,1,0,2023-06-24 08:50:00,15.336556862647829,30.0,59.26596367023881,0.0,3673.775545564686,91.37245766023285,7.628875935427603,True,False,True,Anomaly
Magnesium,Catalyst_B,Day,Local,Type_A,438.6965901678428,125.94938152094444,171.37031962144462,1584.454490990757,52.84152231017915,8.060071880212895,99.91309800652982,0.2765738897297809,11.45912333632391,3.637555394689008,83.10108693537049,43.49499564193004,10.012751493695855,14.852168221785195,0.7726434224706538,15,11,2,12,30,0,0,2023-06-24 14:10:00,79.22272454953786,30.0,0.7624721642831106,20.0,3803.058057441725,71.97101618529868,29.985027336836108,True,True,True,Anomaly
Aluminum,,Day,Imported,Type_A,417.4856957067751,142.2140875228403,32.36268894036113,1211.3984327857502,45.44810526384195,9.88468052850587,97.1955821091359,6.110833475086473,38.25612013449651,3.088651512653034,94.16437360231996,33.54352755271991,31.68666256536385,2.753348486119722,0.5508497103372646,18,17,3,12,27,0,3,2023-06-25 07:40:00,60.56992163928752,0.0,23.416087084398487,20.0,4343.569350583542,95.57206676422749,26.65454204863247,True,True,True,Anomaly
Magnesium,Catalyst_B,Night,Imported,Type_C,295.47850288485904,106.3991655923643,129.55492999857037,1214.2602362045243,48.0049504566273,9.694841545339784,90.62361746582047,2.958467427760473,39.77863806135527,1.193615019970172,71.6899045544404,29.80451272930079,17.413936516654225,16.250046117041084,0.8616867371790178,14,1,1,8,27,0,1,2023-06-25 21:40:00,60.71301181022622,30.0,55.410389473502086,20.0,3153.787432661933,65.69712920569296,25.294479520432255,True,True,True,Anomaly
Magnesium,,Night,Local,Type_A,477.3058802500387,108.77732146671664,88.34599314057527,177.80660456042176,41.02502682244813,9.311883888570607,89.89970666173427,1.997196358541896,33.18890221962678,4.252717873127084,97.14799736379308,13.460603758626013,4.5354135601507295,2.4368579559832604,0.9560632712355016,14,26,3,8,31,0,1,2023-06-26 16:30:00,8.890330228021089,0.0,96.41858805209051,20.0,4607.323368752117,112.30518845708774,4.3341008728635195,True,False,True,Anomaly
Aluminum,Catalyst_B,Night,Imported,Type_C,343.7983902190601,51.402732174736855,108.57103498738896,1861.4506007434584,55.01398194311194,6.887330102987069,94.795762015961,4.498125777418936,24.38975770748187,4.072283774556011,74.11823006945032,16.941192453800753,24.781793991066294,11.136428808402377,0.8337883296723596,12,21,4,8,22,1,0,2023-06-27 20:20:00,93.07253003717292,30.0,35.78417282458986,0.0,2673.978032320592,48.60542607306012,33.83595469726805,True,True,True,Anomaly
Magnesium,Catalyst_B,Day,Local,Type_B,468.77711085772455,59.73013141055268,86.97116158517727,568.8391488775177,51.53635310207953,9.210530259034837,95.98880841095648,4.07508513149434,29.85175070561467,2.527122390047851,91.7374551253043,39.03392155989184,38.91237429855317,15.341766374317324,0.5262666775695606,8,16,4,12,5,1,2,2023-06-27 22:50:00,28.44195744387589,30.0,37.6070960841725,0.0,4443.018980339851,86.21135786498971,11.037629064493595,True,False,True,Anomaly
Aluminum,,Night,Local,Type_B,499.5662846918299,73.68501288646777,64.21339066560486,1420.101450991865,40.59165594496656,7.987835328626754,92.8335401686687,4.224357870847847,34.152803615811976,4.624095289236357,70.88837415776233,43.18999190834535,28.18256651363622,0.5136012933689682,0.6323086899687276,5,3,2,8,11,0,5,2023-06-29 15:00:00,71.00507254959325,0.0,71.60243424662826,20.0,4257.163318226801,104.87779370219796,34.985058331131235,True,True,True,Anomaly
Magnesium,Catalyst_B,Day,Local,Type_B,436.1952033154341,93.4576469801153,96.20614885538362,1821.114837961771,43.867143735377134,5.9919143466028455,85.95040461123098,9.571708448309922,12.382866184894008,9.34624774304564,76.02532135029277,53.46578246883559,15.991322339026626,2.6574028020873963,0.5649260723754336,7,21,5,8,50,1,1,2023-07-03 01:00:00,91.05574189808856,30.0,122.56732234207378,0.0,3053.370722810949,69.60495858198593,41.514324455392185,True,True,True,Anomaly
Magnesium,Catalyst_B,Night,Local,Type_C,390.54179849622295,58.76145231737684,88.73223936623836,1368.926208251573,51.1331480494065,7.221605982585157,94.24665992159132,0.6801197316399732,29.740303886095266,4.20458768431363,77.18920150194003,56.8448791994032,19.60420260447901,13.424378493307008,0.7843916019137871,11,8,1,8,38,0,0,2023-07-04 05:30:00,68.44631041257865,30.0,44.9383956316424,20.0,3108.6098447447143,60.7944154297145,26.771795996774387,True,True,True,Anomaly
Magnesium,Catalyst_B,Day,Imported,Type_C,345.88679405520696,102.7888388299796,146.13353245231272,1988.380262456269,52.36834629265406,4.7211237984790175,85.96016668404995,4.174203402072587,15.185051075492764,9.12612359863592,86.29118801936508,26.99604425947604,6.68847066455085,11.69296718570266,0.5273742090687017,8,9,1,8,9,1,2,2023-07-04 10:50:00,99.41901312281344,30.0,97.12385869446894,0.0,2027.6989507675685,38.71993473759936,37.9691245422273,True,True,True,Anomaly
Aluminum,Catalyst_B,Day,Local,Type_B,388.84904636395726,62.54564990777002,130.6091156815434,1561.4914564541186,44.21625080570821,6.123077769971174,89.05854613322741,8.625876091084933,29.73074618394109,5.559388940400127,91.47765905149252,53.92619378847876,29.431769250685868,15.842978653646435,0.7348372901650155,7,27,2,8,51,1,1,2023-07-05 10:00:00,78.07457282270593,30.0,85.09147803859507,0.0,2691.5701664962344,60.87287179375143,35.31487695136137,True,True,True,Anomaly
Aluminum,Catalyst_B,Night,Local,Type_A,443.71214895758027,61.190228736489736,52.00239981783981,1688.9566563248495,41.76100348283931,2.330300541885073,99.34845174731922,1.6581813367126783,34.67086324039617,9.57310273620432,95.61763812768838,34.861848201238416,25.051051845536392,12.040714915288422,0.7578713056131556,17,16,1,12,30,1,4,2023-07-05 21:20:00,84.4478328162425,30.0,5.781997506930892,0.0,1296.4574644475947,31.044691370511323,40.4433925305192,True,True,True,Anomaly
Zinc,Catalyst_B,Night,Local,Type_A,459.9800533910444,110.70763075828124,99.4514955892575,1707.2437262718042,41.56376058860427,6.903469109997677,83.39270571544168,2.0911886090215197,39.466410542018174,6.239307956410235,81.4644653885703,10.44761737115202,12.360927735580155,16.531479463847717,0.8191437465439821,6,20,1,8,1,1,3,2023-07-07 06:10:00,85.36218631359021,30.0,152.78048223383843,0.0,3611.29965686918,86.88577755544351,41.07529497078008,True,True,True,Anomaly
Magnesium,Catalyst_B,Night,Local,Type_C,411.3514556625568,88.05365472338997,81.2411073502855,1570.558937819054,40.184700509056206,4.54666812238335,84.56096515201955,3.4022839742793707,12.433169582276086,9.251320045228162,75.77578583180681,33.704385520034634,30.186122935584944,11.003716481473017,0.9908457317564732,3,18,2,8,26,0,3,2023-07-08 18:50:00,78.5279468909527,30.0,127.01738917483397,20.0,2263.754461429312,56.33373977539392,39.08350486437259,True,True,True,Anomaly
Zinc,Catalyst_B,Night,Imported,Type_A,296.8486481374123,131.27087761896914,43.02212887867546,1819.9785410894629,40.25601886944721,8.026394979742289,90.71546992382754,2.248641196363627,18.80377967933944,3.767863875272889,89.20668884602902,30.16747117790609,5.743005212010375,11.898062188260845,0.964926462292486,12,1,5,12,5,1,4,2023-07-10 00:50:00,90.99892705447314,30.0,55.1220040340588,0.0,2683.805269379933,66.66842238135077,45.21009757551454,True,True,True,Anomaly
Magnesium,Catalyst_B,Night,Imported,Type_C,58.81037729297408,97.97209200164367,117.69892440980016,1939.1442776512304,45.684772937888056,8.249807983893836,91.43254701785716,5.011393950874458,21.667701431656653,7.092607931695,83.98233230523297,28.475203146041856,7.056411471186359,7.895615868802055,0.8388411410059334,14,3,1,12,44,0,0,2023-07-13 08:20:00,96.95721388256152,30.0,10.077102846392728,20.0,798.2492226233126,17.472982162100127,42.44618398974305,False,True,True,Anomaly
Magnesium,Catalyst_B,Night,Imported,Type_A,424.97363617148574,125.98274458371264,114.44137011446364,1327.7847440921112,58.14232376710986,9.844124851724908,88.33295917544214,4.226029400359988,23.363956057640173,4.711634227845481,75.49576879474951,55.4898140925493,18.51143126842487,12.967149990260443,0.8521912292403281,15,25,2,12,5,1,3,2023-07-14 08:50:00,66.38923720460556,30.0,99.16369525147049,0.0,4495.684350805606,77.32206178778048,22.83680214452001,True,True,True,Anomaly
Aluminum,,Day,Imported,Type_B,495.0516013216664,126.47807440805364,84.0083274527978,1813.1732380507112,43.00633062862129,5.215007270256415,94.11576992871358,7.7035534540285635,16.361321080531347,3.116226826239327,73.6091347782425,21.62889969129153,11.936882123713543,9.983827326765509,0.9192431967716874,7,3,3,12,3,0,2,2023-07-14 15:20:00,90.65866190253556,0.0,58.25995038670893,20.0,2911.16072980679,67.69144652088438,42.16061243885848,True,True,True,Anomaly
Aluminum,,Night,Imported,Type_B,486.0484485596161,119.87906693365456,34.92134119139337,1253.3101503741457,50.176358206079,7.721402440973563,94.22333451968622,5.764780713002104,28.772139962865158,5.29071804728112,89.79326279899315,25.8107105755327,5.731713334507607,5.143467494923795,0.6700864278512477,12,22,5,12,51,1,2,2023-07-15 23:30:00,62.66550751870727,0.0,56.15478589108806,0.0,3987.21120987641,79.46394183293575,24.978101145298023,True,True,True,Anomaly
Aluminum,,Day,Local,Type_B,456.8611478659834,88.94357729183466,106.95634404040194,689.220222278166,43.41093281265265,7.641929135496544,95.53463592743796,8.990259285976327,16.75171144771972,7.44106776413312,91.99968872504935,51.48940770738119,24.20907686674482,18.55348110613279,0.693502256521964,19,9,4,12,4,1,1,2023-07-18 21:50:00,34.461011113908306,0.0,40.80102711660431,0.0,3632.543478913168,83.67807931218697,15.87665082555619,True,True,True,Anomaly
Zinc,Catalyst_B,Day,Imported,Type_C,345.49508171793485,112.99487933052647,104.34948407179576,1919.5985634119293,57.8755870229537,8.485733835343073,84.02807332616285,3.382859477082006,39.7234886197166,6.954641201173122,89.65592108983134,17.741093439102983,23.6007244191668,3.379612578724578,0.7479026538757593,7,17,2,12,28,0,2,2023-07-19 23:20:00,95.97992817059648,30.0,110.36444222740457,20.0,3359.138704289474,58.040684804755855,33.167673317086326,True,True,True,Anomaly
Aluminum,,Night,Imported,Type_B,454.7572491568639,118.11809032172393,99.87500737307792,1448.9537502537278,60.04522426905893,9.8949203253645,96.44832394161963,9.200495595046997,12.288403827174712,8.07256457117553,97.9464324639413,51.827679586523935,11.34743910928798,16.57643712086957,0.5817843128259241,10,11,2,12,14,1,3,2023-07-20 01:30:00,72.44768751268639,0.0,32.30300868410701,0.0,4740.785945070191,78.9535887788015,24.131040692945966,True,True,True,Anomaly
Aluminum,,Night,Local,Type_A,407.51616780207786,149.12807263779894,89.80987541198367,1711.9727833051395,63.85054503677885,9.991460952926552,99.57010501932255,4.686992574742888,16.82103647311861,8.585761640750846,99.09704544746018,12.749116054890392,1.309291260631671,12.930667105581865,0.5003065095310263,13,27,4,12,10,1,3,2023-07-27 23:00:00,85.598639165257,0.0,3.5037831016603453,0.0,4333.060743508853,67.86254903561037,26.81218746557321,True,True,True,Anomaly
Zinc,Catalyst_B,Day,Local,Type_A,492.4442557830806,127.06947002898148,47.84683763145216,1722.998057266202,58.942936644562366,7.820665207291357,90.75122370444026,4.609368810458443,38.02536472992494,8.598707079042239,85.02630811842333,50.30458044325444,10.868445408979124,17.605219811776664,0.5418612325690102,7,22,3,12,6,0,4,2023-07-29 18:10:00,86.1499028633101,30.0,91.09013519542222,20.0,4210.919879168371,71.44061899326557,29.231629018693507,True,True,True,Anomaly
Aluminum,,Day,Imported,Type_A,390.9392823070424,62.9200696410047,35.361481953997874,1957.3106194988336,49.12193804478669,9.173407564326132,89.0639923318937,2.875761072527596,38.21278352692031,9.648997957947294,77.0460289243769,23.686230375553443,4.510951081188095,19.62670081548665,0.9377070341202594,1,5,3,12,43,1,3,2023-08-01 12:50:00,97.86553097494168,0.0,85.50629978147575,0.0,3930.797372345361,80.02121921088447,39.84595676404838,True,True,True,Anomaly
Zinc,Catalyst_B,Day,Local,Type_B,428.462915383552,136.26088154253216,122.0736223938974,691.0570035706371,42.32062653353814,8.488295733714995,99.712496208354,9.180432272846527,34.14263346921121,9.927776004726308,91.76716091217531,32.545653737485914,34.85584287608637,2.685856889327776,0.559161172037088,6,27,2,12,38,0,2,2023-08-02 18:00:00,34.552850178531855,30.0,2.4636942550494467,20.0,3796.417139755962,89.70607126402979,16.329082534328503,True,True,True,Anomaly
Aluminum,Catalyst_B,Day,Imported,Type_C,257.2872269221167,79.92426804206815,90.96492342974544,1253.5243990105323,45.778252990244816,9.638799194951616,83.05454127042316,9.870017336545487,13.482764515396289,3.269246047416812,98.66386218275922,30.91755156501616,38.24390699322863,7.443477978485546,0.7816643256219198,10,28,2,8,38,1,3,2023-08-03 07:10:00,62.676219950526615,30.0,87.19700170912003,0.0,2745.38057536767,59.97128321940772,27.38253028741953,True,True,True,Anomaly
Magnesium,,Night,Local,Type_B,362.4692827369223,71.96185735725726,131.55608861586438,1665.3919615539155,51.165307467998375,9.624492370375748,85.88705048493297,4.437753442056753,17.8649316204305,8.426841631944084,75.33355425452979,45.32958297517757,20.30426030538027,0.8516715087513305,0.5121490911872038,16,27,4,12,44,0,1,2023-08-05 00:00:00,83.26959807769579,0.0,102.31021376057484,20.0,3817.738256174078,74.61575909735133,32.54924174149728,True,True,True,Anomaly
Zinc,,Night,Local,Type_C,325.27174724163655,131.00520341690998,147.19974210609337,1847.001341400396,42.75909125420111,1.4771974528761929,98.4678713561577,4.0838808550801,33.735004433793506,1.0697223918071384,99.24942474979076,12.357011560130006,28.58608904447399,4.338669490249778,0.9434574436531457,13,27,1,8,10,0,4,2023-08-05 04:20:00,92.3500670700198,0.0,9.967163219630883,20.0,759.6387504229305,17.765549457234908,43.1955237406718,False,True,True,Anomaly
Zinc,,Night,Local,Type_A,383.0263159849385,66.08330972882489,92.11973148648828,1169.227742121788,47.72228395425097,8.139983017653035,91.44890389248732,1.1401695113767685,38.789045697711785,6.623365643745666,79.94833837919386,45.20652725142915,33.306621800004685,16.516755816491553,0.9376350240842668,3,12,5,8,17,1,0,2023-08-06 08:40:00,58.46138710608941,0.0,65.50589679387467,0.0,3340.545004534467,69.999688358103,24.50066604613203,True,True,True,Anomaly
Aluminum,,Night,Imported,Type_A,467.195210138827,100.99091235213191,160.44317727197037,1949.7234109033304,60.28055926963367,7.164792437812719,82.43171544139814,9.73111705997164,37.247302550998654,3.375164478933989,97.35170202255,31.35578428594609,19.18597902389257,13.192291790635537,0.6404200878704116,2,27,3,8,36,1,5,2023-08-07 14:30:00,97.48617054516652,0.0,164.15636792269416,0.0,3761.173766350497,62.39447363994826,32.344149333158285,True,True,True,Anomaly
Magnesium,Catalyst_B,Night,Local,Type_C,266.30175888621727,74.83943164704428,156.93814851375038,1529.5789559684426,43.86042544367023,6.344090646581384,99.95213206331218,5.4545357643326025,28.49358661328296,3.714192542847554,98.74601953402262,23.89487766643492,7.104112484454941,13.501536666731475,0.639868646827727,18,6,3,12,13,0,1,2023-08-09 21:20:00,76.47894779842214,30.0,0.2549463146843985,20.0,1956.3837345115423,44.60475963745765,34.87378292608846,True,True,True,Anomaly
Zinc,,Day,Local,Type_B,90.56057921552912,132.61965861227043,102.3826852680291,1937.7694253079744,42.16086847225107,2.9295138150562665,88.69155448969714,3.301498353892092,27.56194242612089,2.552051379231581,88.54762401130093,56.68401435984732,11.35842722810982,16.268700648819664,0.820598890194849,13,24,3,8,24,1,2,2023-08-10 10:00:00,96.88847126539872,0.0,20.481987508805528,0.0,543.5163232859688,12.891487841235858,45.96132611887139,False,True,True,Anomaly
Zinc,,Night,Imported,Type_A,246.2477023170512,64.82417174429618,72.87424029110502,1721.1533957167323,44.871459499877474,5.62476946097001,99.88050935294224,0.3163569422428536,15.357596082765516,2.6801483858598454,90.658594753023,22.79758450391088,1.5915479144861422,8.654329913381913,0.7549847492280553,10,22,5,8,21,1,2,2023-08-12 22:00:00,86.05766978583662,0.0,0.5884859457269267,0.0,1631.8811024341771,36.367907810946804,38.35741950228813,True,True,True,Anomaly
Aluminum,Catalyst_B,Day,Local,Type_A,451.3131582215448,138.85540368118336,165.84655489428854,751.3643923091014,40.557695100006256,7.669796275318134,80.9607325509421,5.37501493177168,29.59038820468427,5.294817650489669,82.16459817252213,13.72575877761392,2.295219394230257,8.407840120171702,0.591283128703638,10,24,2,12,23,1,3,2023-08-14 07:30:00,37.56821961545507,30.0,171.85343845317956,0.0,3768.567382236867,92.91867728046226,18.52581588910326,True,True,True,Anomaly
Zinc,Catalyst_B,Day,Imported,Type_C,455.9408605367389,143.63667463808372,114.42986855833117,1392.3447128518778,55.86632698962419,9.002898785611267,83.94674012629835,7.796060240932176,22.808456189091476,2.9903368123025285,93.65532511468176,23.14346537138318,24.90333336371425,18.6077299038437,0.5245140917696716,7,27,4,8,15,1,4,2023-08-15 02:30:00,69.6172356425939,30.0,146.38674242470864,0.0,4503.827438910671,80.6179264254682,24.9227895922077,True,True,True,Anomaly
Aluminum,,Night,Local,Type_C,305.3634786940719,108.0175406298059,178.10736809752743,1735.0637545293291,43.95163404471045,7.282392642415568,85.8259970493411,9.787926540654915,32.15541780047714,4.353134319780364,87.23194346478708,38.48948974673115,6.791020834030461,1.1781136965958794,0.5333593262059053,12,20,3,12,42,0,2,2023-08-15 05:10:00,86.75318772646648,0.0,86.56445696066484,20.0,2549.043996194746,57.99656944726317,39.476660930610905,True,True,True,Anomaly
Zinc,Catalyst_B,Day,Local,Type_C,364.6796995527392,93.49981370902216,128.84656383697552,1867.5675935032373,60.41234369718245,7.92247733430123,81.2256237788238,5.223542590763479,22.68363359029705,6.300715213027805,76.45670978461358,23.29960916198045,13.676061377940004,18.03263711472709,0.53501872831515,3,19,3,12,16,0,3,2023-08-15 17:20:00,93.37837967516188,30.0,136.9326775925725,20.0,3369.5811815454013,55.77636912144089,30.91367557041721,True,True,True,Anomaly
Magnesium,,Day,Local,Type_A,275.6470236075253,111.91286395288604,107.13003804143445,1978.3950222023132,57.550214813265576,8.725121763432886,85.68110070578706,8.126411593274348,11.427152876135612,2.5569782275473707,93.14318645434324,52.10762196211127,34.59083408422311,8.303259553980746,0.8403888309352237,9,19,3,8,6,1,1,2023-08-18 06:50:00,98.91975111011568,0.0,78.93923943571382,0.0,2766.323456268282,48.067995319291704,34.3768486116282,True,True,True,Anomaly
Zinc,,Night,Local,Type_C,481.32282600667554,53.59850066308428,108.65284026532773,1011.4267430147692,59.57763574318411,9.685165099967742,99.99854016252846,9.21467674135474,21.220274366271937,5.354111710479424,96.32095850483614,38.37723906277591,0.1588314839445592,13.397429503308375,0.5096459881671975,15,21,2,8,12,1,3,2023-08-21 06:50:00,50.57133715073846,0.0,0.0140530619462435,0.0,4833.573792067668,81.13067482072157,16.97661765858978,True,True,True,Anomaly
Aluminum,,Night,Imported,Type_A,229.49434489842503,127.39771775254006,67.21635041051388,1796.204437632802,42.322586330912905,3.392566645072466,90.16661599970784,4.657030554223413,39.05761499619696,6.007200078647106,88.71817719352981,42.09544572865977,21.880878824406743,13.78739470362402,0.7507760785093918,13,25,3,12,4,1,4,2023-08-21 20:20:00,89.8102218816401,0.0,45.134120385634105,0.0,1038.5658030661896,24.53928015990859,42.440800370482876,True,True,True,Anomaly
Magnesium,Catalyst_B,Night,Local,Type_B,131.32185829366722,113.30716170184289,174.42646124437982,1795.9155317249106,41.38120794294019,2.081482435898937,93.3448534777193,9.140694625502007,29.480706411406477,8.415073114407464,79.02445394860841,44.25693394473392,13.643762498871457,7.049487678064594,0.8662388036040694,2,16,2,12,12,0,0,2023-08-22 23:00:00,89.79577658624554,30.0,17.47932417045076,20.0,602.6278392769401,14.562838284177031,43.399301784550765,False,True,True,Anomaly
Aluminum,Catalyst_B,Night,Imported,Type_B,60.726317308775975,131.7155049489863,146.86537178383392,1926.5209884391843,44.1354678975784,3.3734470220944743,98.0705612284462,1.3094657603765358,39.434522232282525,7.340396117772302,97.15958657238154,57.7801233611854,15.16526390895454,18.15316328973905,0.9334555390829956,4,16,1,12,24,0,3,2023-08-23 01:40:00,96.32604942195924,30.0,2.3433542213846112,20.0,528.6129328859588,11.977055145595555,43.6501770619019,False,True,True,Anomaly
Aluminum,Catalyst_B,Day,Local,Type_A,339.07184207744075,87.1183411121105,163.7668577878842,1872.667777666923,48.59745458724299,5.005374057515487,86.91052173718136,8.670283867752667,37.70449503907099,8.160926791589832,81.03459977177964,25.44668593877223,37.71833068360013,0.9482976408046828,0.7516782979326473,11,3,1,12,11,1,1,2023-08-23 16:10:00,93.63338888334616,30.0,88.76547012813073,0.0,2065.9822180990773,42.51214874618979,38.534277022782696,True,True,True,Anomaly
Zinc,,Day,Imported,Type_C,356.9601316408682,110.5168855130259,143.98910665098413,1320.2577676638432,51.30363157907348,8.504260607039715,98.04684136966922,4.686738960170848,26.82037402900532,7.861637975966289,83.96392721026635,18.23494907496634,16.982894966889024,7.812533752732755,0.8002360095501844,9,24,1,8,48,0,2,2023-08-24 16:40:00,66.01288838319216,0.0,13.943995235967432,20.0,3239.091767808281,63.135720963844825,25.73419711290712,True,True,True,Anomaly
Zinc,Catalyst_B,Night,Imported,Type_A,349.56000188525826,140.2116601314342,43.28937764857712,1747.081398728245,41.49792543885676,3.6520583171280063,86.20205896156617,3.887259191673207,28.91262084694762,8.953289580234598,86.56883701173666,12.991288123803532,37.49690732679401,14.983229118086369,0.6986858346882505,2,7,3,12,37,0,3,2023-08-26 09:50:00,87.35406993641226,30.0,96.46416590815228,20.0,1651.2865435830363,39.79202637529555,42.10045153467739,True,True,True,Anomaly
Magnesium,Catalyst_B,Night,Local,Type_A,392.525644904648,82.11028669578431,74.1820240418904,879.1721510322216,58.146341158506125,9.846190207014004,91.14566099923516,1.9236588909355576,29.73795030323476,3.5100102301705185,95.05797680932422,52.94511470849879,32.29614858021439,0.4055316093435901,0.6020712078208379,14,23,3,12,51,0,2,2023-08-26 20:20:00,43.95860755161108,30.0,69.51110252959201,20.0,4109.410935269482,70.6735944754853,15.119990931770072,True,True,True,Anomaly
Magnesium,,Night,Imported,Type_B,232.57544929861976,121.61630359158087,68.54581827540736,1758.7141677008929,41.55972542499215,7.38362920006606,82.43739544829825,7.433049120844667,38.510228353659215,1.5098282998806134,70.92658531639233,58.26252546009639,30.074017236311946,15.297867743515086,0.9936025018351547,18,2,3,8,43,0,1,2023-08-28 02:50:00,87.93570838504465,0.0,81.6926128893204,20.0,2082.831618832226,50.11658757446229,42.31775233633476,True,True,True,Anomaly
Magnesium,,Day,Imported,Type_B,427.9106703465723,146.17190162501333,154.53376638531415,1892.4119850491688,45.648366100174,6.63010270751589,90.17034409492956,9.278944117058282,37.80595727353239,5.635868227495193,86.83215845470455,35.56738257719576,24.13750369628322,2.98456579587705,0.5478992906105918,13,21,1,12,28,1,4,2023-08-28 21:40:00,94.62059925245843,0.0,84.12429295229684,0.0,3183.711456072284,69.7442587339429,41.45629179577482,True,True,True,Anomaly
Zinc,,Night,Local,Type_B,273.7456402924832,125.19415001824528,50.38976116616847,1905.6297928476235,40.40701070867521,2.523483405014905,91.29488669145196,7.395698645297129,19.266472875979407,6.185474944132259,73.2498434716734,29.67732637634233,16.213452189032708,18.86631878027739,0.5148238971357375,16,25,5,8,29,1,0,2023-08-29 02:00:00,95.28148964238116,0.0,47.65973632934199,0.0,976.3181846142562,24.16209879155067,47.160870339722834,True,True,True,Anomaly
Magnesium,Catalyst_B,Day,Local,Type_A,312.25861007514845,116.63200627164456,72.31699147726724,1741.83408846245,47.60626001354729,8.019572592664584,81.78496359941354,2.751793571426909,32.02096596777018,5.811354874655948,84.28443396774944,16.371273087635913,31.90826631847886,2.3817407331079266,0.7117679060213687,4,11,1,8,44,0,1,2023-08-29 07:40:00,87.09170442312251,30.0,113.75603897830726,20.0,2886.798476232429,60.63905199465226,36.58834128046978,True,True,True,Anomaly
